name;company;email;phone;address;city;postal_code;industry;siren;website;found_date
Azur Mode Boutique;Azur Mode Boutique;;;65 AVENUE SAINT-BARTHELEMY 06100 NICE;NICE;06100;ecommerce;316572577;;2026-02-19
Societe Diffusion Boutique Mode (Sdbm);Societe Diffusion Boutique Mode (Sdbm);;;19 RUE CHAMPALBERT 07200 AUBENAS;AUBENAS;07200;ecommerce;340801794;;2026-02-19
Boutique Galand-Tissus Mode;Boutique Galand-Tissus Mode;;;18 A 20 18 PL DE LA MADELEINE 75008 PARIS 8;PARIS 8;75008;ecommerce;562090852;;2026-02-19
La Boutique A La Mode De Paris;La Boutique A La Mode De Paris;;;100 RUE DUHESME 75018 PARIS 18;PARIS 18;75018;ecommerce;304263148;;2026-02-19
Soc Exploitation Boutique Mode;Soc Exploitation Boutique Mode;;;CANAL BRULE 97400 SAINT DENIS;SAINT DENIS;97400;ecommerce;317080034;;2026-02-19
La Boutique Du Lieu;La Boutique Du Lieu;;;198 RUE JEAN MONNET 59170 CROIX;CROIX;59170;ecommerce;500506993;;2026-02-19
Zaclie Boutique;Zaclie Boutique;;;4 ALL DES CHAMPS 95270 BELLOY-EN-FRANCE;BELLOY-EN-FRANCE;95270;ecommerce;841505514;;2026-02-19
Diffusion Mode;Diffusion Mode;;;REZ DE CHAUSSEE CENT COMM CLUNY REZ DE CHA 97233 SCHOELCHER;SCHOELCHER;97233;ecommerce;350693628;;2026-02-19
Europeenne De Commerce En Ligne;Europeenne De Commerce En Ligne;;;4 BOULEVARD DE L'EUROPE 91320 WISSOUS;WISSOUS;91320;ecommerce;431710821;;2026-02-19
Societe De Commerce En Ligne (Scel);Societe De Commerce En Ligne (Scel);;;CHEZ NICE CONTACTS 16 RUE CAIS DE PIERLAS 06300 NICE;NICE;06300;ecommerce;518197470;;2026-02-19
E-Commerce-En Ligne;E-Commerce-En Ligne;;;60 RUE DE LA JONQUIERE 75017 PARIS;PARIS;75017;ecommerce;981711138;;2026-02-19
Commerce De Produits Frais En Ligne;Commerce De Produits Frais En Ligne;;;17 RUE DU POITOU 94150 RUNGIS;RUNGIS;94150;ecommerce;792039489;;2026-02-19
Commerce Economique En Ligne (Mes Eco) (C.E.L);Commerce Economique En Ligne (Mes Eco) (C.E.L);;;BAT 13 970 QUAI DU 11 NOVEMBRE 1918 30110 LA GRAND-COMBE;LA GRAND-COMBE;30110;ecommerce;828277178;;2026-02-19
Eos Commerce En Ligne;Eos Commerce En Ligne;;;22 RUE SAINT ANTOINE 16000 ANGOULEME;ANGOULEME;16000;ecommerce;423081835;;2026-02-19
Commerce En Ligne Du Haut Languedoc;Commerce En Ligne Du Haut Languedoc;;;VILLEVIEILLETTE 48300 CHASTANIER;CHASTANIER;48300;ecommerce;498084193;;2026-02-19
Chambre Commerce Et Industrie Vaucluse;Chambre Commerce Et Industrie Vaucluse;;;46 COURS JEAN JAURES 84000 AVIGNON;AVIGNON;84000;ecommerce;188400014;;2026-02-19
La Ligne Verte France;La Ligne Verte France;;;QUA DES CRILLONS 13560 SENAS;SENAS;13560;ecommerce;838979243;;2026-02-19
Ameublement St Louis Commerce;Ameublement St Louis Commerce;;;14 RUE HAUTE SEILLE 57000 METZ;METZ;57000;ecommerce;355800749;;2026-02-19
Spf-Pl Pharmaciens D'Officine- Ligne Paradis;Spf-Pl Pharmaciens D'Officine- Ligne Paradis;;;99 ROUTE DE LA LIGNE PARADIS 97410 SAINT-PIERRE;SAINT-PIERRE;97410;ecommerce;853980852;;2026-02-19
Sarl Unipersonnelle Ligne Et Mire;Sarl Unipersonnelle Ligne Et Mire;;;4 RUE DU COMMERCE 49700 DOUE-EN-ANJOU;DOUE-EN-ANJOU;49700;ecommerce;342897261;;2026-02-19
Fralu Commerce General (Flcg);Fralu Commerce General (Flcg);;;106 RUE DE LA RAIE 58000 NEVERS;NEVERS;58000;ecommerce;505014928;;2026-02-19
Thermique Solutions Industrie Commerce 4 (Tsic 4);Thermique Solutions Industrie Commerce 4 (Tsic 4);;;1 COURS ANTOINE GUICHARD 42000 SAINT-ETIENNE;SAINT-ETIENNE;42000;ecommerce;848743191;;2026-02-19
Direction Departementale Finances Publiques Oise (Ddfip);Direction Departementale Finances Publiques Oise (Ddfip);;;29 RUE DU DOCTEUR GERARD 60000 BEAUVAIS;BEAUVAIS;60000;ecommerce;130011653;;2026-02-19
Loeticia Moreno;Loeticia Moreno;;;LIGNE DE CONDUITE 15 RUE SONNIER 41290 OUCQUES LA NOUVELLE;OUCQUES LA NOUVELLE;41290;ecommerce;517409439;;2026-02-19
Alain Gillet Architecte Sarl;Alain Gillet Architecte Sarl;;;RES PREMIERE LIGNE BAT A COMMERCE C4.2 191 RUE SHIRIN EBADI 34000 MONTPELLIER;MONTPELLIER;34000;ecommerce;401491642;;2026-02-19
Developpement En Vue;Developpement En Vue;;;915 ROUTE D'ARMIAZ 74380 LUCINGES;LUCINGES;74380;ecommerce;341687895;;2026-02-19
G3A Promotion Immobiliere;G3A Promotion Immobiliere;;;RES PREMIERE LIGNE BAT A COMMERCE C4.2 191 RUE SHIRIN EBADI 34000 MONTPELLIER;MONTPELLIER;34000;ecommerce;419157201;;2026-02-19
Evolis Promotion;Evolis Promotion;;;RES PERMIERE LIGNE BAT A COMMERCE C4.1 191 RUE SHIRIN EBADI 34000 MONTPELLIER;MONTPELLIER;34000;ecommerce;508017563;;2026-02-19
Ange Isabelle Fossi Tcheutchoua (Commerce En Ligne);Ange Isabelle Fossi Tcheutchoua (Commerce En Ligne);;;CHEZ NGADJEU FERDINAND 10 RUE VAILLANT COUTURIER 69200 VENISSIEUX;VENISSIEUX;69200;ecommerce;919529669;;2026-02-19
Seth Bernard-Mikhalkov;Seth Bernard-Mikhalkov;;;1526 CHEMIN DE LA VALMOURA 06530 SAINT-CEZAIRE-SUR-SIAGNE;SAINT-CEZAIRE-SUR-SIAGNE;06530;ecommerce;938632395;;2026-02-19
Joseph Kouadjio Tchougwa (Commerce En Ligne);Joseph Kouadjio Tchougwa (Commerce En Ligne);;;32 ROUTE DE SAINT THOMAS 74500 EVIAN-LES-BAINS;EVIAN-LES-BAINS;74500;ecommerce;922315437;;2026-02-19
Jacky Hoarau (Agence E-Commerce Hoarau);Jacky Hoarau (Agence E-Commerce Hoarau);;;APT 24 46 CHEMIN LIGNE CAMBRAI 97432 SAINT-PIERRE;SAINT-PIERRE;97432;ecommerce;840040422;;2026-02-19
Bijouterie Artisanale;Bijouterie Artisanale;;;10 RUE DE FRANCE 77300 FONTAINEBLEAU;FONTAINEBLEAU;77300;ecommerce;391281219;;2026-02-19
Lise Amram Coach Professionnel (Lise Amram Coach Professionnel) (L.A. Coach Pro);Lise Amram Coach Professionnel (Lise Amram Coach Professionnel) (L.A. Coach Pro);;;LD PIERRE A L'ANE 35420 POILLEY;POILLEY;35420;coaching;892649294;;2026-02-19
My Coach Informatique Professionnel (Mcip);My Coach Informatique Professionnel (Mcip);;;122 ROUTE DE LA REINE 92100 BOULOGNE-BILLANCOURT;BOULOGNE-BILLANCOURT;92100;coaching;477811228;;2026-02-19
Association Des Coachs Professionnels Icn;Association Des Coachs Professionnels Icn;;;92/94 92 RUE SERGENT BLANDAN 54000 NANCY;NANCY;54000;coaching;908402464;;2026-02-19
Franck Malivoir Coach Professionnel;Franck Malivoir Coach Professionnel;;;5 AVENUE HAROUN TAZIEFF 77600 BUSSY-SAINT-GEORGES;BUSSY-SAINT-GEORGES;77600;coaching;919250472;;2026-02-19
Marion Sulpice - Coach Professionnelle;Marion Sulpice - Coach Professionnelle;;;21 RUE JEAN JACQUES ROUSSEAU 94120 FONTENAY-SOUS-BOIS;FONTENAY-SOUS-BOIS;94120;coaching;982661654;;2026-02-19
Savoure Ta Vie Ass.Des Conseillers Et Des Coachs Professionnels (Acracp);Savoure Ta Vie Ass.Des Conseillers Et Des Coachs Professionnels (Acracp);;;3 RUE MAGELLAN ZENITH 4 LE LARIVOT 97351 MATOURY;MATOURY;97351;coaching;794876748;;2026-02-19
Association Francophone Des Coachs Et Conferenciers Professionnels (Afccp);Association Francophone Des Coachs Et Conferenciers Professionnels (Afccp);;;42 RUE DU DOCTEUR PIERRE-FLEURY PAPILLON 69100 VILLEURBANNE;VILLEURBANNE;69100;coaching;898764535;;2026-02-19
Cercle Europeen Des Coachs D'Organisations Professionnels (Cecorp);Cercle Europeen Des Coachs D'Organisations Professionnels (Cecorp);;;SARL AMPERE GESTION BATIMENT D1 - 7 66 AVENUE DES CHAMPS ELYSEES 75008 PARIS;PARIS;75008;coaching;923815559;;2026-02-19
Association Professionnelle De Coachs (Apc);Association Professionnelle De Coachs (Apc);;;16 RUE DUCHEFDELAVILLE 75013 PARIS 13;PARIS 13;75013;coaching;518348354;;2026-02-19
Cecile Lespinasse - Coach Professionnelle;Cecile Lespinasse - Coach Professionnelle;;;175 RUE COMMISSAIRE BECKER 83100 TOULON;TOULON;83100;coaching;853195311;;2026-02-19
Celine Bonet Coach Professionnelle;Celine Bonet Coach Professionnelle;;;2 CARRER D'EN QUINTA 66130 BOULETERNERE;BOULETERNERE;66130;coaching;853685089;;2026-02-19
Groupement Des Entraineurs Des Educateurs Et Professionnels Formation De Volley Ball (Volley Coach Inside);Groupement Des Entraineurs Des Educateurs Et Professionnels Formation De Volley Ball (Volley Coach Inside);;;CHEZ FC3- CFDT 4 AVENUE SIMON BOLIVAR 75019 PARIS;PARIS;75019;coaching;937908564;;2026-02-19
Parcours & Competences Professionnelles Sarl (Coach And Co) (P&Cp Sarl);Parcours & Competences Professionnelles Sarl (Coach And Co) (P&Cp Sarl);;;ZAC DE LA VALLEE BARREY 1 RUE DE BRUXELLES 14120 MONDEVILLE;MONDEVILLE;14120;coaching;802981803;;2026-02-19
Laurent Logiou. Caoach Professionnel (Laurent Logiou Coach Professionnel);Laurent Logiou. Caoach Professionnel (Laurent Logiou Coach Professionnel);;;17 RUE PARMENTIER 76600 LE HAVRE;LE HAVRE;76600;coaching;842202145;;2026-02-19
Christine Schott Gardin (Schott) (Coach Professionnel);Christine Schott Gardin (Schott) (Coach Professionnel);;;30 RUE DES HAUTS PATURAGES 67210 OBERNAI;OBERNAI;67210;coaching;911034957;;2026-02-19
Guillaume Soufflet (Coach De Vie Et Professionnel);Guillaume Soufflet (Coach De Vie Et Professionnel);;;APPT 305 5 RUE HAUTE MOQUETTE 89000 AUXERRE;AUXERRE;89000;coaching;481527174;;2026-02-19
Maud Boudet;Maud Boudet;;;APPT B301 2 SENTE DES VIMES 33000 BORDEAUX;BORDEAUX;33000;coaching;819605544;;2026-02-19
Kanelle Leger;Kanelle Leger;;;578 AV JEAN MARIE SERRAULT 97200 FORT DE FRANCE;FORT DE FRANCE;97200;coaching;892763327;;2026-02-19
Joel Bonnemaison (Coach/Formateur Professionnel);Joel Bonnemaison (Coach/Formateur Professionnel);;;LD PEROUILLE 82400 VALENCE;VALENCE;82400;coaching;898970652;;2026-02-19
Samia Maouchi (Adopte Un Coach Professionnel);Samia Maouchi (Adopte Un Coach Professionnel);;;74 ROUTE DE LODEVE 34080 MONTPELLIER;MONTPELLIER;34080;coaching;932791262;;2026-02-19
Melanie Betro (Melanie Betro Hypnotherapeute Et Coach Professionnel);Melanie Betro (Melanie Betro Hypnotherapeute Et Coach Professionnel);;;142 RUE JEAN ZAY 45800 SAINT-JEAN-DE-BRAYE;SAINT-JEAN-DE-BRAYE;45800;coaching;518403530;;2026-02-19
Herve Insa (Horizon Systemique);Herve Insa (Horizon Systemique);;;BAT A - ESC A 174 RUE D'AULNAY 92350 LE PLESSIS-ROBINSON;LE PLESSIS-ROBINSON;92350;coaching;907533723;;2026-02-19
Lemni'S Cat (Lemni'Scat Coach Vie Professionnelle) (L'Cat);Lemni'S Cat (Lemni'Scat Coach Vie Professionnelle) (L'Cat);;;QUARTIER MOUSDAX 1594 ROUTE DE MOUSDAX 40170 MEZOS;MEZOS;40170;coaching;908507775;;2026-02-19
Myriam Besseau (Myriam Besseau Coach Professionnelle);Myriam Besseau (Myriam Besseau Coach Professionnelle);;;16 RUE DU HAMEAU DE LA CROIX BLANCHE 85300 CHALLANS;CHALLANS;85300;coaching;903660033;;2026-02-19
Melodie Leroy (Camus) (Melodie Leroy Coach Professionnelle);Melodie Leroy (Camus) (Melodie Leroy Coach Professionnelle);;;253 RUE PIERRE LEGRAND 59800 LILLE;LILLE;59800;coaching;903279735;;2026-02-19
C & R Marketing Consultants;C & R Marketing Consultants;;;20 RUE CAMBON 75001 PARIS;PARIS;75001;coaching;397887332;;2026-02-19
Tralpex Marketing Consultants;Tralpex Marketing Consultants;;;64 RUE VAUBAN 59100 ROUBAIX;ROUBAIX;59100;coaching;382513612;;2026-02-19
Holistic Marketing Consultants;Holistic Marketing Consultants;;;216 RUE MAURICE LE BOUCHER 34070 MONTPELLIER;MONTPELLIER;34070;coaching;795003169;;2026-02-19
Pcm Publishers Consultant Marketing;Pcm Publishers Consultant Marketing;;;LE BRITANNIA 20 BOULEVARD EUGENE DERUELLE 69003 LYON;LYON;69003;coaching;478601370;;2026-02-19
Sales And Marketing Consultants (Sales And Marketing Consultants) (Smc);Sales And Marketing Consultants (Sales And Marketing Consultants) (Smc);;;8 B RUE ABEL 75012 PARIS;PARIS;75012;coaching;843275132;;2026-02-19
Thomas Consultant Surcycle Marketing (Tcsm);Thomas Consultant Surcycle Marketing (Tcsm);;;1351 RUE DE LA FONDANCE 76160 BOIS-D'ENNEBOURG;BOIS-D'ENNEBOURG;76160;coaching;890442247;;2026-02-19
Marketing Management Banking Consultants (Mmb);Marketing Management Banking Consultants (Mmb);;;CZ D'ALEXIS LD LORIENT 97133 SAINT BARTHELEMY;SAINT BARTHELEMY;97133;coaching;399687987;;2026-02-19
Direct Marketing Strategies Consultants (Dmsc);Direct Marketing Strategies Consultants (Dmsc);;;23 RUE JEAN GIRAUDOUX 75016 PARIS;PARIS;75016;coaching;325776243;;2026-02-19
International Marketing Consultants;International Marketing Consultants;;;ZI DES TERRES SAINT LAZARE 26 AVENUE PAUL LANGEVIN 91130 RIS-ORANGIS;RIS-ORANGIS;91130;coaching;390913028;;2026-02-19
Agral Consultant Marketing;Agral Consultant Marketing;;;55 RUE BOISSONADE 75014 PARIS;PARIS;75014;coaching;349059279;;2026-02-19
International Marketing Consultant;International Marketing Consultant;;;630 RTE DES DOLINES 06560 VALBONNE;VALBONNE;06560;coaching;397574104;;2026-02-19
Money Marketing Consultant;Money Marketing Consultant;;;181 AV VICTOR HUGO 75016 PARIS 16;PARIS 16;75016;coaching;344053848;;2026-02-19
Marketing Engineering Consultants;Marketing Engineering Consultants;;;9 RUE DE COPENHAGUE ZI CHESNES 38070 SAINT-QUENTIN-FALLAVIER;SAINT-QUENTIN-FALLAVIER;38070;coaching;330229220;;2026-02-19
Groupe Marketing Consultants;Groupe Marketing Consultants;;;171 B AV CHARLES DE GAULLE 92200 NEUILLY-SUR-SEINE;NEUILLY-SUR-SEINE;92200;coaching;488913476;;2026-02-19
Contact Consultants Marketing (Ccm);Contact Consultants Marketing (Ccm);;;69 RUE D AGUESSEAU 92100 BOULOGNE-BILLANCOURT;BOULOGNE-BILLANCOURT;92100;coaching;384571642;;2026-02-19
Money Marketing Consultant;Money Marketing Consultant;;;129 RUE DE TURENNE 75003 PARIS 3;PARIS 3;75003;coaching;350149233;;2026-02-19
Sophia Marketing Consultants;Sophia Marketing Consultants;;;11 CHE DES SOULIERES 06410 BIOT;BIOT;06410;coaching;350800777;;2026-02-19
Brand Marketing Consultants;Brand Marketing Consultants;;;191 RUE D ALESIA 75014 PARIS 14;PARIS 14;75014;coaching;325041622;;2026-02-19
Marketing Consultants Internat;Marketing Consultants Internat;;;25 RUE TREBOIS 92300 LEVALLOIS-PERRET;LEVALLOIS-PERRET;92300;coaching;702043670;;2026-02-19
Marketing Partner Consultant;Marketing Partner Consultant;;;113 RUE ANATOLE FRANCE 92300 LEVALLOIS-PERRET;LEVALLOIS-PERRET;92300;coaching;332163609;;2026-02-19
Marketing Gestion Consultant;Marketing Gestion Consultant;;;3 RUE SAINT-ROCH 75001 PARIS;PARIS;75001;coaching;392477808;;2026-02-19
Marketing & Service Consultant (Msc);Marketing & Service Consultant (Msc);;;99 RUE DU LIEUTENANT LEON BECKER 97300 CAYENNE;CAYENNE;97300;coaching;408786820;;2026-02-19
Mca Marketing Consultants;Mca Marketing Consultants;;;7 RUE GUTENBERG 75015 PARIS;PARIS;75015;coaching;305217945;;2026-02-19
Consultant Achats Marketing;Consultant Achats Marketing;;;CHEZ A.P.F. 23 RUE D'ANJOU 75008 PARIS 8;PARIS 8;75008;coaching;428739130;;2026-02-19
Agence Nationale Pour La Formation Professionnelle Des Adultes (Afpa);Agence Nationale Pour La Formation Professionnelle Des Adultes (Afpa);;;TOUR CITYSCOPE 3 RUE FRANKLIN 93100 MONTREUIL;MONTREUIL;93100;coaching;824228142;;2026-02-19
